Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
"N62,N,24,M_1_0.jpg",NormalFinal,23.127579831932778,52.389329293949345,33.982737616237486,52.131453897725045,0.5491946943582121,0.44030700220644403,0.559379679414056,0.43451196107941525,2.435422969187675,3.7982215489915565,2.742215441702432,3.8467558697298667,6.968550224290522,7.36592839695521,7.01628244693592,7.3854400726241884,0.003200988803364485,0.0026308329546127565,0.0032504721223316356,0.0025915052347658756,0.05657728168942446,0.051291646050919015,0.057012911891356995,0.05090682896003124,0.9978382056308485,0.9950937606765633,0.9968193973574087,0.995117901225409
"N63,N,16,M_1_0.jpg",NormalFinal,34.91406162464986,81.78998569384835,45.37410027718169,64.91613790008134,0.5411347869376596,0.4310321430693457,0.556672787363316,0.4331424737052181,2.8759663865546217,4.621268478779208,3.238873614091559,4.298134590030576,6.656807843584999,7.066511986197882,6.698535490877644,7.020749865844468,0.002767323180252493,0.0018718626682086284,0.002815494294817028,0.0018967455183606504,0.05260535315205567,0.04326502823538462,0.05306123156144256,0.043551641970890724,0.9968139560768806,0.992534897340741,0.9958596417656905,0.9940749882846315
"N64,N,8,M_1_0.jpg",NormalFinal,38.55695798319328,97.70281915341242,60.04256080114449,83.39160705770148,0.49886413836744675,0.37085447233976265,0.4989521273936087,0.3720926926495428,3.1808459383753505,5.223602345086817,3.8275214592274676,5.044747398243991,7.03952969504084,7.509305190544735,7.150039289740697,7.4901709364279085,0.0017267853337413397,0.0011075069676862975,0.0017381679673079446,0.0011183784056556913,0.041554606648858315,0.033279227269969736,0.041691341634780055,0.03344216508624541,0.9964438675107568,0.9909758302023933,0.994454656294884,0.9922976525317361
"N65,N,10,F_1_0.jpg",NormalFinal,22.77133333333333,68.78974445285982,48.954281786480685,67.82630648826054,0.4823872074007309,0.3485864696493618,0.47889412601727493,0.35756397252721406,2.745350140056022,4.999848523100227,3.767977691344779,4.836354455945468,6.914154005891936,7.474962735749702,7.1447688585116,7.436564755318208,0.0017024037065806713,0.0009911239797459183,0.0016233922841844865,0.0010259468606348668,0.04126019518350187,0.03148212158902126,0.04029134254631492,0.032030405252429554,0.9979024738074234,0.993659875070752,0.9954937299590282,0.993748683367334
"N66,N,6,F_1_0.jpg",NormalFinal,13.831282913165266,44.49357345227075,33.486336507510735,43.123565878425765,0.5847719095572791,0.42756554957390297,0.5400949587542299,0.42991395169150604,1.9777478991596638,3.7860192431765265,2.968710881616595,3.733075261578165,6.302198973439143,6.865283237395562,6.61561374324513,6.856800872692952,0.0034909792779857043,0.0020996053337325364,0.0030049698889781425,0.002143678015062914,0.05908450962803791,0.04582145058520667,0.05481760564798633,0.04629987057285273,0.9987376818285835,0.9959395072195644,0.9969467525443494,0.9960645312733539
"N67,N,21,F_1_0.jpg",NormalFinal,24.686845938375352,61.885371258660825,39.97412598354793,60.0209599147241,0.5250439837006072,0.41552521365119977,0.523779825590265,0.4059669398845458,2.6176022408963586,4.166523605150214,3.130230686695279,4.304154394232656,6.800774047122205,7.207863203250089,6.906719816083169,7.250171237272264,0.0021515864855746218,0.0014645600039842898,0.0020992710933980304,0.0014187530204804828,0.046385196836648455,0.0382695702090354,0.045817803236275205,0.037666338028543245,0.997738259416734,0.9943223149878613,0.9963349216403895,0.994493360518649
"N67,N,5,M_1_0.jpg",NormalFinal,18.60836974789916,37.9920614884008,21.00979077253219,34.53162220539146,0.5241393724381911,0.39674976974417014,0.5322707080074656,0.40328188714645774,2.3726834733893556,3.6420039832814384,2.475143061516452,3.497562343964768,7.057158968371448,7.467146347785861,7.072955353713021,7.434771194262321,0.002154018878139491,0.0013887019649596257,0.0020069597776535227,0.0014419363640354305,0.04641140892215503,0.03726529169293628,0.04479910465236468,0.03797283718706611,0.9982687422077292,0.9964635809920082,0.9980444572149267,0.9967857062904106
"N7,N,14,M_1_0.jpg",NormalFinal,24.28956862745098,72.47783668546101,52.687723533619454,72.42037083789165,0.521690622110299,0.37937475307769314,0.5022638865633859,0.3819699564472165,2.5762240896358546,4.637347471177312,3.5363242131616595,4.625549103761676,6.961296560508391,7.50811941121958,7.178803952774651,7.5006660846981985,0.0017752292760241353,0.0010581899587786595,0.0016570835184221283,0.0010598948790701108,0.04213346978382074,0.03252983182831813,0.040707290728100885,0.03255602677032489,0.9977632913449449,0.9933173055246924,0.9951460702156849,0.993322583601928
"N7,N,M,8_1_0.jpg",NormalFinal,37.28393837535015,95.288664478667,67.42390356759657,94.97552245504782,0.5454118782119987,0.4273471420223173,0.5446198648393974,0.4263820907610483,2.7043865546218493,4.70022721534966,3.5407222371244638,4.661000308564056,6.693784493160027,7.1585953321939835,6.822943991561156,7.150883324988829,0.018155745043115297,0.016447127077940268,0.017614827309316145,0.016465310890476148,0.13474325602090553,0.12824635307851942,0.1327208623740674,0.12831722756698005,0.9962515893123562,0.9904127927830592,0.9932199850074491,0.9904443567038932
"N8,N,F,56_1_0.jpg",NormalFinal,22.157652661064425,51.14721871581251,33.24822290772532,52.1220118376392,0.5308693149232019,0.39425047714974787,0.5173173456363077,0.4047913455820972,2.4827058823529415,4.0596257959550055,2.9839055793991416,4.041134393671632,6.982137999186888,7.46537899561979,7.1291553283485545,7.4493344324047435,0.001693755965131151,0.0010360853882530974,0.0016101740651088116,0.0010716025754458093,0.04115526655400437,0.03218828029350275,0.040126974283003346,0.03273534138275954,0.9979519085691534,0.9952639534897582,0.9969243532196895,0.9951736886998107
